rural_or_urban,State Name,District Name,Block/Tehsil Name,Village Name,town_municipalty_name,ward_name,si_no_of_water_body_within_village_town,unique_id,water_body_name,basin_name,sub_basin_name,ref_water_body_type_id_name,nature_of_storage,khasra_number,latitude_dec,longitude_dec,water_body_loc_name,water_body_ownership_name,ref_water_body_in_use_id_name,ref_reason_water_body_in_use_id1_name,cca_water_body,ipc_water_body,scheme_status_reason_name,water_body_nature_name,manmade_water_body_type_name,construcion_year,construction_cost,renovation_year,renovation_cost,ref_water_body_under_repair_renovation_restoration_id_name,scheme_under_revival_is_done,scheme_inclusion_year,targeted_completion_year,estimated_cost,target_potential_revival,irrigation_potential_revived,water_spread_area_of_water_body,max_depth_water_body_fully_filled,storage_capacity_water_body_original,storage_capacity_water_body_present,filled_up_storage_name,filled_up_storage_space_name,no_town_cities_benefited,no_villages_benefited,no_people_benefited_by_water_body,ref_selection_id_wua_exists_name,extent_of_area_covered_by_wua,number_of_wua_formed,ref_selection_id_dip_sip_exists_name,ref_selection_id_water_body_encroached_name,ref_selection_id_encroachment_assessed_name,area_encroached_percentage,reason_water_body_in_use_name2,reason_water_body_in_use_name3
Rural,DELHI,WEST,PATEL NAGAR,MATIALA,NA,NA,2,1/33/007/000019/000269/002,Matiala,Ganga Basin,Yamuna Middle,Others,encroachment,Not given,28.615278,77.040833,Others,Muncipal authority,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,Yes,No,NA,NA,NA
Rural,DELHI,NORTH WEST,ROHINI,MUBARIKPUR DABAS,NA,NA,1,1/33/003/000008/000111/001,NA,Ganga Basin,Yamuna Upper,Ponds,NA,13/16,28.713333,77.037500,Others,Other Govt.Agency,No,NA,NA,NA,Due to industrial effluents,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,47468,37974,Nil/Negligible filled up,Rarely filled up,NA,NA,NA,No,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH WEST,ROHINI,RANI KHERA,NA,NA,1,1/33/003/000008/000109/001,Near Shiv Mandir,Ganga Basin,Yamuna Upper,Ponds,NA,"95,96",28.708889,77.021389,Others,Other Govt.Agency,No,NA,NA,NA,Due to industrial effluents,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,4114,3291,Nil/Negligible filled up,Rarely filled up,NA,NA,NA,No,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH WEST,ROHINI,RASSOL PUR,NA,NA,1,1/33/003/000008/000110/001,NA,Ganga Basin,Yamuna Upper,Ponds,NA,28,28.704167,77.021111,Others,Other Govt.Agency,No,NA,NA,NA,Due to industrial effluents,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,50790,40632,Nil/Negligible filled up,Usually filled up,NA,NA,NA,No,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SHAHDARA,SEEMAPURI,MANDOLI,NA,NA,4,1/33/009/000026/000318/004,NA,NA,NA,Others,PARK IS THERE,NA,28.700000,77.303333,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUH WEST,NAJAFGARH,JHULJHULI,NA,NA,4,1/33/005/000015/000220/004,Near shamshan ghat,Ganga Basin,Yamuna Middle,Ponds,NA,10-12-2002,28.549722,76.907778,Others,Panchayat,Yes,Other,NA,NA,NA,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,500,500,Upto 3/4,Never filled up,1,1,1000,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH,NARELA,HOLAMBI KHURD,NA,NA,2,1/33/001/000003/000050/002,Village Holambi Khurd,Ganga Basin,Yamuna Lower,Ponds,NA,119(43-8),28.795000,77.102778,Others,Panchayat,No,NA,NA,NA,Dried-up,Natural,NA,NA,NA,2013,250000,No,NA,NA,NA,NA,NA,NA,3.52,2,20000,17500,Nil/Negligible filled up,Never filled up,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH,NARELA,KHERA KHURD,NA,NA,1,1/33/001/000003/000052/001,Village Khera Khurd One,Ganga Basin,Yamuna Upper,Ponds,NA,237,28.775556,77.092778,Others,Panchayat,Yes,Other,NA,NA,NA,Natural,NA,NA,NA,2019,2027993,No,NA,NA,NA,NA,NA,NA,1.192,4,50000,45000,Upto 1/2,Filled up every year,1,1,1000,No,NA,NA,No,No,NA,NA,Ground water recharge,Recreation
Rural,DELHI,NORTH,NARELA,LAM PUR,NA,NA,10,1/33/001/000003/000053/010,Village Lampur Cremation Ground backside,Ganga Basin,Yamuna Lower,Ponds,NA,37/19/1min(0-3),28.850833,77.066389,Others,Panchayat,No,NA,NA,NA,Dried-up,Natural,NA,NA,NA,2015,195000,No,NA,NA,NA,NA,NA,NA,0.049,NA,8500,6500,Nil/Negligible filled up,Never filled up,NA,NA,NA,Not Known,NA,NA,No,Yes,Yes,100,NA,NA
Rural,DELHI,NORTH,NARELA,LAM PUR,NA,NA,2,1/33/001/000003/000053/002,Village Lampur Aashriya waala,Ganga Basin,Yamuna Middle,Ponds,NA,50/4min(3-8),28.849167,77.065556,Others,Panchayat,No,NA,NA,NA,Dried-up,Natural,NA,NA,NA,2013,360000,No,NA,NA,NA,NA,NA,NA,0,NA,23000,19000,Nil/Negligible filled up,Never filled up,NA,NA,NA,Not Known,NA,NA,No,Yes,Yes,100,NA,NA
Rural,DELHI,NORTH,NARELA,LAM PUR,NA,NA,3,1/33/001/000003/000053/003,Village Lampur Aashriya waala,Ganga Basin,Yamuna Middle,Ponds,NA,50/7(4-16),28.849167,77.065833,Others,Panchayat,No,NA,NA,NA,Construction,Natural,NA,NA,NA,2009,350000,No,NA,NA,NA,NA,NA,NA,0,1,27000,24000,Nil/Negligible filled up,Never filled up,NA,NA,NA,Not Known,NA,NA,No,Yes,Yes,100,NA,NA
Rural,DELHI,NORTH,NARELA,NAYA BANS,NA,NA,5,1/33/001/000003/000058/005,Village Naya Bans,Ganga Basin,Yamuna Middle,Ponds,NA,"12/29,30",28.789722,77.068611,Others,Co-operative,No,NA,NA,NA,Construction,Natural,NA,NA,NA,2012,158000,No,NA,NA,NA,NA,NA,NA,0.063,2,15000,12300,Upto 1/4,Rarely filled up,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH,ALIPUR,SIRAS PUR,NA,NA,2,1/33/001/000001/000027/002,Village Siraspur Near Ramleela Ground,Ganga Basin,Yamuna Middle,Ponds,NA,625,28.756111,77.131111,Others,Panchayat,No,NA,NA,NA,Dried-up,Natural,NA,NA,NA,2009,140000,No,NA,NA,NA,NA,NA,NA,0.995,NA,10000,8000,Nil/Negligible filled up,Never filled up,NA,NA,NA,No,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SHAHDARA,VIVEK VIHAR,KARKARDOOMA,NA,NA,1,1/33/009/000027/000323/001,NA,NA,NA,Others,PARK ,NA,28.648333,77.304167,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SHAHDARA,VIVEK VIHAR,SEELAMPURI,NA,NA,1,1/33/009/000027/000319/001,NA,NA,NA,Others,PARK ,NA,28.671111,77.270833,Others,Other private body,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,No,NA,NA,NA,NA
Urban,DELHI,EAST,NA,NA,EAST DELHI MUNICIPAL CORPORATION,SHAHDARA,2,2/33/008/276400/000050/002,NA,NA,NA,Others,NIL,NA,28.674444,77.275556,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH WEST,ROHINI,RASSOL PUR,NA,NA,3,1/33/003/000008/000110/003,Jai Baba Hari Das Temple,Ganga Basin,Yamuna Upper,Ponds,NA,33,28.706111,77.016667,Others,Other Govt.Agency,No,NA,NA,NA,Due to industrial effluents,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,6252,4980,Nil/Negligible filled up,Rarely filled up,NA,NA,NA,No,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH WEST,ROHINI,RASSOL PUR,NA,NA,4,1/33/003/000008/000110/004,NA,Ganga Basin,Yamuna Upper,Ponds,NA,52,28.700000,77.019167,Others,Other Govt.Agency,No,NA,NA,NA,Due to industrial effluents,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,3216,2572,Nil/Negligible filled up,Rarely filled up,NA,NA,NA,No,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH WEST,SARASWATI VIHAR,HAIDERPUR,NA,NA,1,1/33/003/000009/000123/001,Behind Caspine Hotel ,Ganga Basin,Yamuna Middle,Others,PARK,48,28.725556,77.144722,Others,Other Govt.Agency,No,NA,NA,NA,Dried-up,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH,NARELA,DARIYA PURKALAN,NA,NA,1,1/33/001/000003/000046/001,Village Dariya Purkalan Dada Maldev Pond,Ganga Basin,Yamuna Middle,Ponds,NA,107(19-17),28.816389,77.013056,Others,Panchayat,No,NA,NA,NA,Construction,Natural,NA,NA,NA,2014,500000,No,NA,NA,NA,NA,NA,NA,2.702,4,50000,45000,Upto 3/4,Filled up every year,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH,NARELA,BHORGARH,NA,NA,1,1/33/001/000003/000045/001,Village Bhorgarh,Ganga Basin,Yamuna Lower,Others,Temple,30/19(06-12),28.831389,77.084167,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,2000,100000,No,NA,NA,NA,NA,NA,NA,0.55,1,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH,NARELA,BHORGARH,NA,NA,2,1/33/001/000003/000045/002,Village Bhorgarh ,Ganga Basin,Yamuna Lower,Ponds,NA,41/15(04-16)41/16(01-16),28.827778,77.092222,Others,Other Govt.Agency,No,NA,NA,NA,Dried-up,Natural,NA,NA,NA,2010,180000,No,NA,NA,NA,NA,NA,NA,0.38,1,10000,7500,Nil/Negligible filled up,Never filled up,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH,NARELA,LAM PUR,NA,NA,11,1/33/001/000003/000053/011,Village Lampur Aashriya waala Raab,Ganga Basin,Yamuna Middle,Ponds,NA,51/1(0-7),28.851944,77.065000,Others,Panchayat,No,NA,NA,NA,Dried-up,Natural,NA,NA,NA,2011,650000,No,NA,NA,NA,NA,NA,NA,0.063,1,9000,6500,Nil/Negligible filled up,Never filled up,NA,NA,NA,Not Known,NA,NA,No,Yes,Yes,100,NA,NA
Rural,DELHI,NORTH,NARELA,MAMOOR PUR,NA,NA,2,1/33/001/000003/000054/002,Village Mamoor Pur,Ganga Basin,Yamuna Lower,Ponds,NA,"25/7(1-12),25/8(1-18),26/1(4-16)",28.861667,77.096111,Others,Other Govt.Agency,No,NA,NA,NA,Dried-up,Natural,NA,NA,NA,2014,425000,No,NA,NA,NA,NA,NA,NA,0.48,1,6500,4000,Nil/Negligible filled up,Never filled up,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH,NARELA,MAMOOR PUR,NA,NA,1,1/33/001/000003/000054/001,Village Mamoor Pur,Ganga Basin,Yamuna Lower,Ponds,NA,43/26,28.857500,77.093889,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,2013,350000,No,NA,NA,NA,NA,NA,NA,1.3,1,4500,3500,Full,Filled up every year,NA,NA,NA,Not Known,NA,NA,No,Yes,Yes,20,NA,NA
Rural,DELHI,SHAHDARA,SHAHDARA,BABARPUR,NA,NA,1,1/33/009/000025/000315/001,NA,NA,NA,Others,BUILT UP AREA,NA,28.693333,77.281111,Others,Other Govt.Agency,No,NA,NA,NA,Construction,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,Yes,No,NA,NA,NA
Rural,DELHI,SHAHDARA,SEEMAPURI,MANDOLI,NA,NA,1,1/33/009/000026/000318/001,NA,NA,NA,Ponds,NA,NA,28.697500,77.315278,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,1.04,3,31218,20812,Upto 3/4,Usually filled up,NA,NA,NA,No,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SHAHDARA,SEEMAPURI,MANDOLI,NA,NA,2,1/33/009/000026/000318/002,NA,NA,NA,Others,OPEN LAND,NA,28.703056,77.313056,Others,Other Govt.Agency,No,NA,NA,NA,Construction,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SHAHDARA,VIVEK VIHAR,CHANDARAWALI SHAHDARA,NA,NA,1,1/33/009/000027/000321/001,NA,NA,NA,Others,BUILT UP AREA,NA,28.670833,77.292778,Others,Other private body,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SHAHDARA,VIVEK VIHAR,OIDENPURI,NA,NA,1,1/33/009/000027/000322/001,NA,NA,NA,Others,PARK ,NA,28.676944,77.283056,Others,Other private body,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUH WEST,DWARKA,DHOOLSIRAS,NA,NA,1,1/33/005/000013/000174/001,DDA JHOD,Ganga Basin,Yamuna Middle,Ponds,NA,72/2,28.554167,77.032222,Others,Other Govt.Agency,Yes,Other,NA,NA,NA,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,50,15,Nil/Negligible filled up,Rarely filled up,1,1,500,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NEW DELHI,VASANT VIHAR,GHATORNI,NA,NA,1,1/33/011/000029/000343/001,Ghitorni Jhod,NA,NA,Ponds,NA,437,28.493611,77.139167,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,34225,20535,Upto 3/4,Usually filled up,NA,NA,NA,Not Known,NA,NA,No,Yes,Yes,15,NA,NA
Rural,DELHI,SOUTH,MEHRAULI,BER SARAI,NA,NA,1,1/33/004/000010/000136/001,inside IIT Delhi,NA,NA,Others,Greeneries exist,NA,28.543333,77.177778,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUH WEST,NAJAFGARH,UJWA,NA,NA,6,1/33/005/000015/000236/006,Main road near BSES transformer ,Ganga Basin,Yamuna Middle,Ponds,NA,113,28.567500,76.907778,Others,Panchayat,Yes,Other,NA,NA,NA,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,11000,11000,Upto 3/4,Rarely filled up,1,1,2500,Not Known,NA,NA,Yes,No,NA,NA,NA,NA
Rural,DELHI,SOUH WEST,NAJAFGARH,UJWA,NA,NA,7,1/33/005/000015/000236/007,Agriculture field ,Ganga Basin,Yamuna Middle,Ponds,NA,123,28.559167,76.916111,Others,Panchayat,Yes,Other,NA,NA,NA,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,5400,5400,Upto 3/4,Rarely filled up,1,1,50,Not Known,NA,NA,Yes,No,NA,NA,NA,NA
Rural,DELHI,NORTH,ALIPUR,SAMAYPUR,NA,NA,1,1/33/001/000001/000020/001,SAMAYAPUR NEAR RADHA KRISHNA MANDIR,Ganga Basin,Yamuna Lower,Others,Park,13/26,28.749167,77.145000,Others,Co-operative,No,NA,NA,NA,Others,Natural,NA,NA,NA,2000,1000000,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,Yes,Yes,100,NA,NA
Rural,DELHI,NORTH,NARELA,TIKRI KHURD,NA,NA,2,1/33/001/000003/000064/002,VILLAGE TIKRI KHURD ,Ganga Basin,Yamuna Middle,Ponds,NA,30-Jan,28.830000,77.123611,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,2012,90000,No,NA,NA,NA,NA,NA,NA,0,1,14000,12000,Upto 1/2,Never filled up,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUTH,SAKET,SAT BARI,NA,NA,2,1/33/004/000011/000147/002,satbari ,NA,NA,Ponds,NA,12(4-17),28.487222,77.190556,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,20000,15000,Full,Usually filled up,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH WEST,ROHINI,RITHALA,NA,NA,1,1/33/003/000008/000118/001,NA,Ganga Basin,Yamuna Upper,Ponds,NA,672&673(75-2),28.715278,77.100833,Others,Co-operative,No,NA,NA,NA,Dried-up,Natural,NA,NA,NA,2000,135000,No,NA,NA,NA,NA,NA,NA,0.001,1,15000,10000,Upto 1/4,Rarely filled up,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH,NARELA,HAREVALI,NA,NA,2,1/33/001/000003/000048/002,Village Harevali Khokkar ki Johadi one,Ganga Basin,Yamuna Middle,Ponds,NA,11/25min(1-0),28.837222,77.015000,Others,Panchayat,No,NA,NA,NA,Dried-up,Natural,NA,NA,NA,2010,100000,No,NA,NA,NA,NA,NA,NA,0,1,5000,3000,Nil/Negligible filled up,Never filled up,NA,NA,NA,Not Known,NA,NA,No,Yes,Yes,100,NA,NA
Rural,DELHI,NORTH,NARELA,HAREVALI,NA,NA,4,1/33/001/000003/000048/004,Village Harevali Khokkar ki Johadi Three,Ganga Basin,Yamuna Lower,Ponds,NA,"10/11(4-16),11/20min(2-11)10/21min(2-10)",28.829444,77.018611,Others,Panchayat,No,NA,NA,NA,Dried-up,Natural,NA,NA,NA,2011,105000,No,NA,NA,NA,NA,NA,NA,0,1,5000,2000,Nil/Negligible filled up,Never filled up,NA,NA,NA,Not Known,NA,NA,No,Yes,Yes,100,NA,NA
Rural,DELHI,NORTH,NARELA,KHERA KHURD,NA,NA,2,1/33/001/000003/000052/002,Village Khera Khurd Two,Ganga Basin,Yamuna Lower,Ponds,NA,268,28.783056,77.096111,Others,Panchayat,No,NA,NA,NA,Dried-up,Natural,NA,NA,NA,2019,5163350,No,NA,NA,NA,NA,NA,NA,0.33,4,23000,17000,Nil/Negligible filled up,Never filled up,NA,NA,NA,No,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,NORTH,NARELA,LAM PUR,NA,NA,4,1/33/001/000003/000053/004,Village Lampur Aashriya waala,Ganga Basin,Yamuna Upper,Ponds,NA,50/6(4-16),28.849167,77.065833,Others,Panchayat,No,NA,NA,NA,Dried-up,Natural,NA,NA,NA,2012,1200000,No,NA,NA,NA,NA,NA,NA,0.462,4,40000,33000,Nil/Negligible filled up,Never filled up,NA,NA,NA,Not Known,NA,NA,No,Yes,Yes,100,NA,NA
Rural,DELHI,NORTH,NARELA,LAM PUR,NA,NA,5,1/33/001/000003/000053/005,Village Lampur Aashriya waala,Ganga Basin,Yamuna Lower,Ponds,NA,50/15min(1-6),28.849167,77.065833,Others,Panchayat,No,NA,NA,NA,Dried-up,Natural,NA,NA,NA,2014,250000,No,NA,NA,NA,NA,NA,NA,0.462,4,9000,7500,Nil/Negligible filled up,Never filled up,NA,NA,NA,Not Known,NA,NA,No,Yes,Yes,100,NA,NA
Rural,DELHI,NORTH,NARELA,LAM PUR,NA,NA,9,1/33/001/000003/000053/009,Village Lampur Jheel,Ganga Basin,Yamuna Middle,Ponds,NA,25/2(5-6),28.852778,77.078611,Others,Panchayat,No,NA,NA,NA,Dried-up,Natural,NA,NA,NA,2016,450000,No,NA,NA,NA,NA,NA,NA,0,NA,17500,15000,Nil/Negligible filled up,Never filled up,NA,NA,NA,Not Known,NA,NA,No,Yes,Yes,100,NA,NA
Rural,DELHI,NORTH,ALIPUR,SIRAS PUR,NA,NA,1,1/33/001/000001/000027/001,Village Siraspur Near Chatri Chowk,Ganga Basin,Yamuna Middle,Ponds,NA,756,28.760000,77.128611,Others,Panchayat,No,NA,NA,NA,Dried-up,Natural,NA,NA,NA,2008,360000,No,NA,NA,NA,NA,NA,NA,0,4,10000,9000,Nil/Negligible filled up,Never filled up,NA,NA,NA,No,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SHAHDARA,SEEMAPURI,MANDOLI,NA,NA,3,1/33/009/000026/000318/003,NA,NA,NA,Others,PARK IS THERE,NA,28.699444,77.305000,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SHAHDARA,SHAHDARA,BABARPUR,NA,NA,2,1/33/009/000025/000315/002,NA,NA,NA,Others,KABRISTAN,NA,28.693333,77.281667,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,No,NA,NA,NA,NA
Urban,DELHI,EAST,NA,NA,EAST DELHI MUNICIPAL CORPORATION,SHASTRI PARK,2,2/33/008/276400/000052/002,NA,NA,NA,Others,NIL,109,28.679722,77.262778,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Urban,DELHI,EAST,NA,NA,EAST DELHI MUNICIPAL CORPORATION,VINOD NAGAR,3,2/33/008/276400/000060/003,NA,NA,NA,Others,NIL,NA,28.623611,77.288889,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUH WEST,NAJAFGARH,JHULJHULI,NA,NA,1,1/33/005/000015/000220/001,Near mandir ,Ganga Basin,Yamuna Middle,Ponds,NA,44,28.530556,76.905556,Others,Panchayat,Yes,Other,NA,NA,NA,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,10000,10000,Upto 3/4,Usually filled up,1,1,3000,Not Known,NA,NA,Yes,No,NA,NA,NA,NA
Rural,DELHI,SOUH WEST,DWARKA,DHOOLSIRAS,NA,NA,3,1/33/005/000013/000174/003,dda water body,Ganga Basin,Yamuna Middle,Ponds,NA,85,28.553056,77.028611,Others,Other Govt.Agency,Yes,Other,NA,NA,NA,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,500,350,Upto 3/4,Usually filled up,1,1,1000,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUH WEST,DWARKA,DHOOLSIRAS,NA,NA,4,1/33/005/000013/000174/004,dda water body,Ganga Basin,Yamuna Middle,Ponds,NA,245,28.553056,77.031389,Others,Other Govt.Agency,Yes,Other,NA,NA,NA,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,15,10,Nil/Negligible filled up,Never filled up,1,1,100,Not Known,NA,NA,No,Yes,No,NA,NA,NA
Urban,DELHI,EAST,NA,NA,EAST DELHI MUNICIPAL CORPORATION,MANDAWALI,1,2/33/008/276400/000032/001,NA,NA,NA,Others,NIL,NA,28.630278,77.296111,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,Yes,No,NA,NA,NA,NA
Rural,DELHI,SOUH WEST,NAJAFGARH,JHULJHULI,NA,NA,2,1/33/005/000015/000220/002,Near shamshan ghat ,Ganga Basin,Yamuna Middle,Ponds,NA,10-09-2002,28.542778,76.905000,Others,Panchayat,Yes,Other,NA,NA,NA,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,200,200,Upto 3/4,Never filled up,1,1,1000,Not Known,NA,NA,No,No,NA,NA,NA,NA
Rural,DELHI,SOUH WEST,NAJAFGARH,JHULJHULI,NA,NA,3,1/33/005/000015/000220/003,On Phirni road near pump room,Ganga Basin,Yamuna Middle,Ponds,NA,27-01-2012,28.535556,76.909722,Others,Panchayat,Yes,Other,NA,NA,NA,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,1,1,Nil/Negligible filled up,Never filled up,1,1,1000,Not Known,NA,NA,No,Yes,Yes,100,NA,NA
Rural,DELHI,SOUH WEST,NAJAFGARH,UJWA,NA,NA,1,1/33/005/000015/000236/001,near temple ,Ganga Basin,Yamuna Middle,Ponds,NA,98,28.571389,76.904444,Others,Panchayat,Yes,Other,NA,NA,NA,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,10150,10150,Upto 1/2,Usually filled up,1,1,2500,No,NA,NA,Yes,No,NA,NA,NA,NA
Rural,DELHI,NEW DELHI,DELHI CANT.,BAGROLA,NA,NA,2,1/33/011/000030/000356/002,Encroached,Ganga Basin,Yamuna Middle,Others,No water body,40/1,28.571389,77.072778,Others,Other Govt.Agency,No,NA,NA,NA,Others,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not Known,NA,NA,No,Yes,No,NA,NA,NA
Rural,DELHI,NEW DELHI,DELHI CANT.,BAGROLA,NA,NA,4,1/33/011/000030/000356/004,Dda  land water body,Ganga Basin,Yamuna Middle,Ponds,NA,31,28.572500,77.071111,Others,Other Govt.Agency,No,NA,NA,NA,Dried-up,Natural,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,0,NA,50,45,Upto 1/4,Never filled up,NA,NA,NA,Not Known,NA,NA,No,No,NA,NA,NA,NA
